_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
385,2012Q2,S08000015,"",S08000015,Colorectal,"",32,"",30,""
386,2012Q2,S08000015,"",S08000015,Head & Neck,"",4,"",4,""
387,2012Q2,S08000015,"",S08000015,Lung,"",41,"",40,""
388,2012Q2,S08000015,"",S08000015,Lymphoma,"",5,"",5,""
389,2012Q2,S08000015,"",S08000015,Ovarian,"",7,"",7,""
390,2012Q2,S08000015,"",S08000015,Upper GI,"",22,"",21,""
391,2012Q2,S08000015,"",S08000015,Urological,"",19,"",17,""
392,2012Q2,S08000015,"",S08000031,All Cancer Types,d,22,"",18,""
393,2012Q2,S08000015,"",S08000031,Cervical,"",1,"",1,""
394,2012Q2,S08000015,"",S08000031,Colorectal,"",3,"",2,""
395,2012Q2,S08000015,"",S08000031,Head & Neck,"",1,"",0,""
396,2012Q2,S08000015,"",S08000031,Lung,"",9,"",9,""
397,2012Q2,S08000015,"",S08000031,Upper GI,"",8,"",6,""
398,2012Q2,S08000015,"",SB0801,All Cancer Types,d,2,"",2,""
399,2012Q2,S08000015,"",SB0801,Lung,"",2,"",2,""
400,2012Q2,S08000016,"",S08000016,All Cancer Types,d,66,"",66,""
401,2012Q2,S08000016,"",S08000016,Breast,"",10,"",10,""
402,2012Q2,S08000016,"",S08000016,Cervical,"",1,"",1,""
403,2012Q2,S08000016,"",S08000016,Colorectal,"",12,"",12,""
404,2012Q2,S08000016,"",S08000016,Head & Neck,"",1,"",1,""
405,2012Q2,S08000016,"",S08000016,Lung,"",8,"",8,""
406,2012Q2,S08000016,"",S08000016,Lymphoma,"",3,"",3,""
407,2012Q2,S08000016,"",S08000016,Melanoma,"",6,"",6,""
408,2012Q2,S08000016,"",S08000016,Ovarian,"",3,"",3,""
409,2012Q2,S08000016,"",S08000016,Upper GI,"",7,"",7,""
410,2012Q2,S08000016,"",S08000016,Urological,"",15,"",15,""
411,2012Q2,S08000016,"",S08000024,All Cancer Types,d,8,"",7,""
412,2012Q2,S08000016,"",S08000024,Head & Neck,"",2,"",1,""
413,2012Q2,S08000016,"",S08000024,Ovarian,"",1,"",1,""
414,2012Q2,S08000016,"",S08000024,Upper GI,"",2,"",2,""
415,2012Q2,S08000016,"",S08000024,Urological,"",3,"",3,""
416,2012Q2,S08000017,"",S08000017,All Cancer Types,d,72,"",71,""
417,2012Q2,S08000017,"",S08000017,Breast,"",11,"",11,""
418,2012Q2,S08000017,"",S08000017,Colorectal,"",18,"",18,""
419,2012Q2,S08000017,"",S08000017,Head & Neck,"",1,"",1,""
420,2012Q2,S08000017,"",S08000017,Lung,"",19,"",19,""
421,2012Q2,S08000017,"",S08000017,Lymphoma,"",3,"",3,""
422,2012Q2,S08000017,"",S08000017,Melanoma,"",3,"",3,""
423,2012Q2,S08000017,"",S08000017,Ovarian,"",1,"",1,""
424,2012Q2,S08000017,"",S08000017,Upper GI,"",6,"",6,""
425,2012Q2,S08000017,"",S08000017,Urological,"",10,"",9,""
426,2012Q2,S08000017,"",S08000024,All Cancer Types,d,14,"",11,""
427,2012Q2,S08000017,"",S08000024,Cervical,"",1,"",0,""
428,2012Q2,S08000017,"",S08000024,Colorectal,"",1,"",1,""
429,2012Q2,S08000017,"",S08000024,Head & Neck,"",2,"",2,""
430,2012Q2,S08000017,"",S08000024,Lung,"",6,"",6,""
431,2012Q2,S08000017,"",S08000024,Urological,"",4,"",2,""
432,2012Q2,S08000017,"",S08000031,All Cancer Types,d,1,"",1,""
433,2012Q2,S08000017,"",S08000031,Head & Neck,"",1,"",1,""
434,2012Q2,S08000017,"",SB0801,All Cancer Types,d,1,"",1,""
435,2012Q2,S08000017,"",SB0801,Lung,"",1,"",1,""
436,2012Q2,S08000019,"",S08000019,All Cancer Types,d,167,"",157,""
437,2012Q2,S08000019,"",S08000019,Breast,"",46,"",43,""
438,2012Q2,S08000019,"",S08000019,Cervical,"",1,"",1,""
439,2012Q2,S08000019,"",S08000019,Colorectal,"",35,"",32,""
440,2012Q2,S08000019,"",S08000019,Head & Neck,"",4,"",4,""
441,2012Q2,S08000019,"",S08000019,Lung,"",20,"",20,""
442,2012Q2,S08000019,"",S08000019,Lymphoma,"",5,"",5,""
443,2012Q2,S08000019,"",S08000019,Melanoma,"",6,"",5,""
444,2012Q2,S08000019,"",S08000019,Ovarian,"",1,"",1,""
445,2012Q2,S08000019,"",S08000019,Upper GI,"",17,"",17,""
446,2012Q2,S08000019,"",S08000019,Urological,"",32,"",29,""
447,2012Q2,S08000019,"",S08000031,All Cancer Types,d,30,"",24,""
448,2012Q2,S08000019,"",S08000031,Breast,"",1,"",1,""
449,2012Q2,S08000019,"",S08000031,Colorectal,"",3,"",2,""
450,2012Q2,S08000019,"",S08000031,Head & Neck,"",7,"",6,""
451,2012Q2,S08000019,"",S08000031,Lung,"",9,"",8,""
452,2012Q2,S08000019,"",S08000031,Ovarian,"",3,"",3,""
453,2012Q2,S08000019,"",S08000031,Upper GI,"",4,"",2,""
454,2012Q2,S08000019,"",S08000031,Urological,"",3,"",2,""
455,2012Q2,S08000019,"",SB0801,All Cancer Types,d,6,"",6,""
456,2012Q2,S08000019,"",SB0801,Lung,"",6,"",6,""
457,2012Q2,S08000020,"",S08000020,All Cancer Types,d,321,"",306,""
458,2012Q2,S08000020,"",S08000020,Breast,"",79,"",79,""
459,2012Q2,S08000020,"",S08000020,Cervical,"",7,"",7,""
460,2012Q2,S08000020,"",S08000020,Colorectal,"",71,"",62,""
461,2012Q2,S08000020,"",S08000020,Head & Neck,"",7,"",6,""
462,2012Q2,S08000020,"",S08000020,Lung,"",54,"",54,""
463,2012Q2,S08000020,"",S08000020,Lymphoma,"",18,"",14,""
464,2012Q2,S08000020,"",S08000020,Melanoma,"",9,"",9,""
465,2012Q2,S08000020,"",S08000020,Ovarian,"",7,"",6,""
466,2012Q2,S08000020,"",S08000020,Upper GI,"",30,"",30,""
467,2012Q2,S08000020,"",S08000020,Urological,"",39,"",39,""
468,2012Q2,S08000020,"",S08000024,All Cancer Types,d,1,"",0,""
469,2012Q2,S08000020,"",S08000024,Urological,"",1,"",0,""
470,2012Q2,S08000020,"",S08000025,All Cancer Types,d,1,"",1,""
471,2012Q2,S08000020,"",S08000025,Breast,"",1,"",1,""
472,2012Q2,S08000022,"",S08000020,All Cancer Types,d,2,"",2,""
473,2012Q2,S08000022,"",S08000020,Lung,"",2,"",2,""
474,2012Q2,S08000022,"",S08000022,All Cancer Types,d,153,"",149,""
475,2012Q2,S08000022,"",S08000022,Breast,"",41,"",41,""
476,2012Q2,S08000022,"",S08000022,Cervical,"",2,"",2,""
477,2012Q2,S08000022,"",S08000022,Colorectal,"",27,"",25,""
478,2012Q2,S08000022,"",S08000022,Head & Neck,"",4,"",4,""
479,2012Q2,S08000022,"",S08000022,Lung,"",33,"",33,""
480,2012Q2,S08000022,"",S08000022,Lymphoma,"",8,"",8,""
481,2012Q2,S08000022,"",S08000022,Melanoma,"",3,"",3,""
482,2012Q2,S08000022,"",S08000022,Ovarian,"",4,"",4,""
483,2012Q2,S08000022,"",S08000022,Upper GI,"",14,"",14,""
484,2012Q2,S08000022,"",S08000022,Urological,"",17,"",15,""
485,2012Q2,S08000022,"",S08000024,All Cancer Types,d,1,"",1,""
486,2012Q2,S08000022,"",S08000024,Lung,"",1,"",1,""
487,2012Q2,S08000022,"",S08000031,All Cancer Types,d,4,"",4,""
488,2012Q2,S08000022,"",S08000031,Colorectal,"",1,"",1,""
489,2012Q2,S08000022,"",S08000031,Head & Neck,"",1,"",1,""
490,2012Q2,S08000022,"",S08000031,Lung,"",1,"",1,""
491,2012Q2,S08000022,"",S08000031,Ovarian,"",1,"",1,""
492,2012Q2,S08000022,"",SB0801,All Cancer Types,d,1,"",0,""
493,2012Q2,S08000022,"",SB0801,Lung,"",1,"",0,""
494,2012Q2,S08000024,"",S08000016,All Cancer Types,d,1,"",1,""
495,2012Q2,S08000024,"",S08000016,Breast,"",1,"",1,""
496,2012Q2,S08000024,"",S08000019,All Cancer Types,d,4,"",4,""
497,2012Q2,S08000024,"",S08000019,Breast,"",4,"",4,""
498,2012Q2,S08000024,"",S08000024,All Cancer Types,d,559,"",523,""
499,2012Q2,S08000024,"",S08000024,Breast,"",160,"",160,""
500,2012Q2,S08000024,"",S08000024,Cervical,"",2,"",1,""
501,2012Q2,S08000024,"",S08000024,Colorectal,"",102,"",88,""
502,2012Q2,S08000024,"",S08000024,Head & Neck,"",22,"",20,""
503,2012Q2,S08000024,"",S08000024,Lung,"",88,"",80,""
504,2012Q2,S08000024,"",S08000024,Lymphoma,"",19,"",19,""
505,2012Q2,S08000024,"",S08000024,Melanoma,"",25,"",25,""
506,2012Q2,S08000024,"",S08000024,Ovarian,"",19,"",19,""
507,2012Q2,S08000024,"",S08000024,Upper GI,"",56,"",55,""
508,2012Q2,S08000024,"",S08000024,Urological,"",66,"",56,""
509,2012Q2,S08000024,"",S08000029,All Cancer Types,d,1,"",1,""
510,2012Q2,S08000024,"",S08000029,Breast,"",1,"",1,""
511,2012Q2,S08000025,"",S08000020,All Cancer Types,d,4,"",3,""
512,2012Q2,S08000025,"",S08000020,Breast,"",1,"",1,""
513,2012Q2,S08000025,"",S08000020,Colorectal,"",1,"",0,""
514,2012Q2,S08000025,"",S08000020,Lymphoma,"",2,"",2,""
515,2012Q2,S08000025,"",S08000025,All Cancer Types,d,2,"",2,""
516,2012Q2,S08000025,"",S08000025,Upper GI,"",2,"",2,""
517,2012Q2,S08000026,"",S08000020,All Cancer Types,d,2,"",2,""
518,2012Q2,S08000026,"",S08000020,Ovarian,"",1,"",1,""
519,2012Q2,S08000026,"",S08000020,Urological,"",1,"",1,""
520,2012Q2,S08000026,"",S08000026,All Cancer Types,d,6,"",6,""
521,2012Q2,S08000026,"",S08000026,Breast,"",1,"",1,""
522,2012Q2,S08000026,"",S08000026,Lymphoma,"",1,"",1,""
523,2012Q2,S08000026,"",S08000026,Melanoma,"",1,"",1,""
524,2012Q2,S08000026,"",S08000026,Urological,"",3,"",3,""
525,2012Q2,S08000028,"",S08000022,All Cancer Types,d,9,"",9,""
526,2012Q2,S08000028,"",S08000022,Colorectal,"",2,"",2,""
527,2012Q2,S08000028,"",S08000022,Lung,"",1,"",1,""
528,2012Q2,S08000028,"",S08000022,Upper GI,"",3,"",3,""
529,2012Q2,S08000028,"",S08000022,Urological,"",3,"",3,""
530,2012Q2,S08000028,"",S08000028,All Cancer Types,d,7,"",7,""
531,2012Q2,S08000028,"",S08000028,Colorectal,"",4,"",4,""
532,2012Q2,S08000028,"",S08000028,Head & Neck,"",1,"",1,""
533,2012Q2,S08000028,"",S08000028,Lung,"",1,"",1,""
534,2012Q2,S08000028,"",S08000028,Ovarian,"",1,"",1,""
535,2012Q2,S08000028,"",S08000031,All Cancer Types,d,2,"",2,""
536,2012Q2,S08000028,"",S08000031,Colorectal,"",1,"",1,""
537,2012Q2,S08000028,"",S08000031,Lung,"",1,"",1,""
538,2012Q2,S08000029,"",S08000019,All Cancer Types,d,1,"",1,""
539,2012Q2,S08000029,"",S08000019,Urological,"",1,"",1,""
540,2012Q2,S08000029,"",S08000024,All Cancer Types,d,37,"",31,""
541,2012Q2,S08000029,"",S08000024,Cervical,"",1,"",1,""
542,2012Q2,S08000029,"",S08000024,Colorectal,"",1,"",1,""
543,2012Q2,S08000029,"",S08000024,Head & Neck,"",7,"",6,""
544,2012Q2,S08000029,"",S08000024,Lung,"",15,"",11,""
545,2012Q2,S08000029,"",S08000024,Ovarian,"",2,"",2,""
546,2012Q2,S08000029,"",S08000024,Upper GI,"",8,"",8,""
547,2012Q2,S08000029,"",S08000024,Urological,"",3,"",2,""
548,2012Q2,S08000029,"",S08000029,All Cancer Types,d,125,"",117,""
549,2012Q2,S08000029,"",S08000029,Breast,"",22,"",22,""
550,2012Q2,S08000029,"",S08000029,Colorectal,"",25,"",20,""
551,2012Q2,S08000029,"",S08000029,Head & Neck,"",1,"",1,""
552,2012Q2,S08000029,"",S08000029,Lung,"",29,"",28,""
553,2012Q2,S08000029,"",S08000029,Lymphoma,"",3,"",3,""
554,2012Q2,S08000029,"",S08000029,Melanoma,"",3,"",3,""
555,2012Q2,S08000029,"",S08000029,Ovarian,"",2,"",2,""
556,2012Q2,S08000029,"",S08000029,Upper GI,"",15,"",15,""
557,2012Q2,S08000029,"",S08000029,Urological,"",25,"",23,""
558,2012Q2,S08000029,"",S08000030,All Cancer Types,d,1,"",1,""
559,2012Q2,S08000029,"",S08000030,Lung,"",1,"",1,""
560,2012Q2,S08000030,"",S08000024,All Cancer Types,d,4,"",2,""
561,2012Q2,S08000030,"",S08000024,Lung,"",4,"",2,""
562,2012Q2,S08000030,"",S08000030,All Cancer Types,d,220,"",213,""
563,2012Q2,S08000030,"",S08000030,Breast,"",69,"",69,""
564,2012Q2,S08000030,"",S08000030,Cervical,"",2,"",2,""
565,2012Q2,S08000030,"",S08000030,Colorectal,"",29,"",25,""
566,2012Q2,S08000030,"",S08000030,Head & Neck,"",7,"",7,""
567,2012Q2,S08000030,"",S08000030,Lung,"",44,"",44,""
568,2012Q2,S08000030,"",S08000030,Lymphoma,"",1,"",1,""
569,2012Q2,S08000030,"",S08000030,Melanoma,"",7,"",7,""
570,2012Q2,S08000030,"",S08000030,Ovarian,"",4,"",4,""
571,2012Q2,S08000030,"",S08000030,Upper GI,"",28,"",28,""
572,2012Q2,S08000030,"",S08000030,Urological,"",29,"",26,""
573,2012Q2,S08000031,"",S08000022,All Cancer Types,d,2,"",2,""
574,2012Q2,S08000031,"",S08000022,Colorectal,"",2,"",2,""
575,2012Q2,S08000031,"",S08000024,All Cancer Types,d,3,"",2,""
576,2012Q2,S08000031,"",S08000024,Upper GI,"",3,"",2,""
577,2012Q2,S08000031,"",S08000031,All Cancer Types,d,744,"",721,""
578,2012Q2,S08000031,"",S08000031,Breast,"",227,"",226,""
579,2012Q2,S08000031,"",S08000031,Cervical,"",1,"",1,""
580,2012Q2,S08000031,"",S08000031,Colorectal,"",101,"",91,""
581,2012Q2,S08000031,"",S08000031,Head & Neck,"",36,"",36,""
582,2012Q2,S08000031,"",S08000031,Lung,"",145,"",142,""
583,2012Q2,S08000031,"",S08000031,Lymphoma,"",16,"",16,""
584,2012Q2,S08000031,"",S08000031,Melanoma,"",41,"",40,""
585,2012Q2,S08000031,"",S08000031,Ovarian,"",5,"",5,""
586,2012Q2,S08000031,"",S08000031,Upper GI,"",67,"",65,""
587,2012Q2,S08000031,"",S08000031,Urological,"",105,"",99,""
588,2012Q2,S08000031,"",S08000032,All Cancer Types,d,8,"",8,""
589,2012Q2,S08000031,"",S08000032,Breast,"",8,"",8,""
590,2012Q2,S08000031,"",SB0801,All Cancer Types,d,20,"",16,""
591,2012Q2,S08000031,"",SB0801,Lung,"",19,"",15,""
592,2012Q2,S08000031,"",SB0801,Urological,"",1,"",1,""
593,2012Q2,S08000032,"",S08000031,All Cancer Types,d,43,"",41,""
594,2012Q2,S08000032,"",S08000031,Cervical,"",3,"",3,""
595,2012Q2,S08000032,"",S08000031,Colorectal,"",5,"",4,""
596,2012Q2,S08000032,"",S08000031,Head & Neck,"",4,"",4,""
597,2012Q2,S08000032,"",S08000031,Lung,"",16,"",16,""
598,2012Q2,S08000032,"",S08000031,Melanoma,"",5,"",4,""
599,2012Q2,S08000032,"",S08000031,Ovarian,"",3,"",3,""
600,2012Q2,S08000032,"",S08000031,Upper GI,"",6,"",6,""
601,2012Q2,S08000032,"",S08000031,Urological,"",1,"",1,""
602,2012Q2,S08000032,"",S08000032,All Cancer Types,d,241,"",235,""
603,2012Q2,S08000032,"",S08000032,Breast,"",58,"",58,""
604,2012Q2,S08000032,"",S08000032,Cervical,"",1,"",1,""
605,2012Q2,S08000032,"",S08000032,Colorectal,"",48,"",44,""
606,2012Q2,S08000032,"",S08000032,Head & Neck,"",10,"",10,""
607,2012Q2,S08000032,"",S08000032,Lung,"",50,"",50,""
608,2012Q2,S08000032,"",S08000032,Lymphoma,"",8,"",8,""
609,2012Q2,S08000032,"",S08000032,Melanoma,"",10,"",10,""
610,2012Q2,S08000032,"",S08000032,Ovarian,"",1,"",1,""
611,2012Q2,S08000032,"",S08000032,Upper GI,"",24,"",24,""
612,2012Q2,S08000032,"",S08000032,Urological,"",31,"",29,""
613,2012Q2,S08000032,"",SB0801,All Cancer Types,d,8,"",8,""
614,2012Q2,S08000032,"",SB0801,Lung,"",8,"",8,""
615,2012Q2,S92000003,d,S08000015,All Cancer Types,d,203,"",197,""
616,2012Q2,S92000003,d,S08000015,Breast,"",70,"",70,""
617,2012Q2,S92000003,d,S08000015,Cervical,"",3,"",3,""
618,2012Q2,S92000003,d,S08000015,Colorectal,"",32,"",30,""
619,2012Q2,S92000003,d,S08000015,Head & Neck,"",4,"",4,""
620,2012Q2,S92000003,d,S08000015,Lung,"",41,"",40,""
621,2012Q2,S92000003,d,S08000015,Lymphoma,"",5,"",5,""
622,2012Q2,S92000003,d,S08000015,Ovarian,"",7,"",7,""
623,2012Q2,S92000003,d,S08000015,Upper GI,"",22,"",21,""
624,2012Q2,S92000003,d,S08000015,Urological,"",19,"",17,""
625,2012Q2,S92000003,d,S08000016,All Cancer Types,d,67,"",67,""
626,2012Q2,S92000003,d,S08000016,Breast,"",11,"",11,""
627,2012Q2,S92000003,d,S08000016,Cervical,"",1,"",1,""
628,2012Q2,S92000003,d,S08000016,Colorectal,"",12,"",12,""
629,2012Q2,S92000003,d,S08000016,Head & Neck,"",1,"",1,""
630,2012Q2,S92000003,d,S08000016,Lung,"",8,"",8,""
631,2012Q2,S92000003,d,S08000016,Lymphoma,"",3,"",3,""
632,2012Q2,S92000003,d,S08000016,Melanoma,"",6,"",6,""
633,2012Q2,S92000003,d,S08000016,Ovarian,"",3,"",3,""
634,2012Q2,S92000003,d,S08000016,Upper GI,"",7,"",7,""
635,2012Q2,S92000003,d,S08000016,Urological,"",15,"",15,""
636,2012Q2,S92000003,d,S08000017,All Cancer Types,d,72,"",71,""
637,2012Q2,S92000003,d,S08000017,Breast,"",11,"",11,""
638,2012Q2,S92000003,d,S08000017,Colorectal,"",18,"",18,""
639,2012Q2,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
640,2012Q2,S92000003,d,S08000017,Lung,"",19,"",19,""
641,2012Q2,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
642,2012Q2,S92000003,d,S08000017,Melanoma,"",3,"",3,""
643,2012Q2,S92000003,d,S08000017,Ovarian,"",1,"",1,""
644,2012Q2,S92000003,d,S08000017,Upper GI,"",6,"",6,""
645,2012Q2,S92000003,d,S08000017,Urological,"",10,"",9,""
646,2012Q2,S92000003,d,S08000019,All Cancer Types,d,172,"",162,""
647,2012Q2,S92000003,d,S08000019,Breast,"",50,"",47,""
648,2012Q2,S92000003,d,S08000019,Cervical,"",1,"",1,""
649,2012Q2,S92000003,d,S08000019,Colorectal,"",35,"",32,""
650,2012Q2,S92000003,d,S08000019,Head & Neck,"",4,"",4,""
651,2012Q2,S92000003,d,S08000019,Lung,"",20,"",20,""
652,2012Q2,S92000003,d,S08000019,Lymphoma,"",5,"",5,""
653,2012Q2,S92000003,d,S08000019,Melanoma,"",6,"",5,""
654,2012Q2,S92000003,d,S08000019,Ovarian,"",1,"",1,""
655,2012Q2,S92000003,d,S08000019,Upper GI,"",17,"",17,""
656,2012Q2,S92000003,d,S08000019,Urological,"",33,"",30,""
657,2012Q2,S92000003,d,S08000020,All Cancer Types,d,329,"",313,""
658,2012Q2,S92000003,d,S08000020,Breast,"",80,"",80,""
659,2012Q2,S92000003,d,S08000020,Cervical,"",7,"",7,""
660,2012Q2,S92000003,d,S08000020,Colorectal,"",72,"",62,""
661,2012Q2,S92000003,d,S08000020,Head & Neck,"",7,"",6,""
662,2012Q2,S92000003,d,S08000020,Lung,"",56,"",56,""
663,2012Q2,S92000003,d,S08000020,Lymphoma,"",20,"",16,""
664,2012Q2,S92000003,d,S08000020,Melanoma,"",9,"",9,""
665,2012Q2,S92000003,d,S08000020,Ovarian,"",8,"",7,""
666,2012Q2,S92000003,d,S08000020,Upper GI,"",30,"",30,""
667,2012Q2,S92000003,d,S08000020,Urological,"",40,"",40,""
668,2012Q2,S92000003,d,S08000022,All Cancer Types,d,164,"",160,""
669,2012Q2,S92000003,d,S08000022,Breast,"",41,"",41,""
670,2012Q2,S92000003,d,S08000022,Cervical,"",2,"",2,""
671,2012Q2,S92000003,d,S08000022,Colorectal,"",31,"",29,""
672,2012Q2,S92000003,d,S08000022,Head & Neck,"",4,"",4,""
673,2012Q2,S92000003,d,S08000022,Lung,"",34,"",34,""
674,2012Q2,S92000003,d,S08000022,Lymphoma,"",8,"",8,""
675,2012Q2,S92000003,d,S08000022,Melanoma,"",3,"",3,""
676,2012Q2,S92000003,d,S08000022,Ovarian,"",4,"",4,""
677,2012Q2,S92000003,d,S08000022,Upper GI,"",17,"",17,""
678,2012Q2,S92000003,d,S08000022,Urological,"",20,"",18,""
679,2012Q2,S92000003,d,S08000024,All Cancer Types,d,627,"",577,""
680,2012Q2,S92000003,d,S08000024,Breast,"",160,"",160,""
681,2012Q2,S92000003,d,S08000024,Cervical,"",4,"",2,""
682,2012Q2,S92000003,d,S08000024,Colorectal,"",104,"",90,""
683,2012Q2,S92000003,d,S08000024,Head & Neck,"",33,"",29,""
684,2012Q2,S92000003,d,S08000024,Lung,"",114,"",100,""
685,2012Q2,S92000003,d,S08000024,Lymphoma,"",19,"",19,""
686,2012Q2,S92000003,d,S08000024,Melanoma,"",25,"",25,""
687,2012Q2,S92000003,d,S08000024,Ovarian,"",22,"",22,""
688,2012Q2,S92000003,d,S08000024,Upper GI,"",69,"",67,""
689,2012Q2,S92000003,d,S08000024,Urological,"",77,"",63,""
690,2012Q2,S92000003,d,S08000025,All Cancer Types,d,3,"",3,""
691,2012Q2,S92000003,d,S08000025,Breast,"",1,"",1,""
692,2012Q2,S92000003,d,S08000025,Upper GI,"",2,"",2,""
693,2012Q2,S92000003,d,S08000026,All Cancer Types,d,6,"",6,""
694,2012Q2,S92000003,d,S08000026,Breast,"",1,"",1,""
695,2012Q2,S92000003,d,S08000026,Lymphoma,"",1,"",1,""
696,2012Q2,S92000003,d,S08000026,Melanoma,"",1,"",1,""
697,2012Q2,S92000003,d,S08000026,Urological,"",3,"",3,""
698,2012Q2,S92000003,d,S08000028,All Cancer Types,d,7,"",7,""
699,2012Q2,S92000003,d,S08000028,Colorectal,"",4,"",4,""
700,2012Q2,S92000003,d,S08000028,Head & Neck,"",1,"",1,""
701,2012Q2,S92000003,d,S08000028,Lung,"",1,"",1,""
702,2012Q2,S92000003,d,S08000028,Ovarian,"",1,"",1,""
703,2012Q2,S92000003,d,S08000029,All Cancer Types,d,126,"",118,""
704,2012Q2,S92000003,d,S08000029,Breast,"",23,"",23,""
705,2012Q2,S92000003,d,S08000029,Colorectal,"",25,"",20,""
706,2012Q2,S92000003,d,S08000029,Head & Neck,"",1,"",1,""
707,2012Q2,S92000003,d,S08000029,Lung,"",29,"",28,""
708,2012Q2,S92000003,d,S08000029,Lymphoma,"",3,"",3,""
709,2012Q2,S92000003,d,S08000029,Melanoma,"",3,"",3,""
710,2012Q2,S92000003,d,S08000029,Ovarian,"",2,"",2,""
711,2012Q2,S92000003,d,S08000029,Upper GI,"",15,"",15,""
712,2012Q2,S92000003,d,S08000029,Urological,"",25,"",23,""
713,2012Q2,S92000003,d,S08000030,All Cancer Types,d,221,"",214,""
714,2012Q2,S92000003,d,S08000030,Breast,"",69,"",69,""
715,2012Q2,S92000003,d,S08000030,Cervical,"",2,"",2,""
716,2012Q2,S92000003,d,S08000030,Colorectal,"",29,"",25,""
717,2012Q2,S92000003,d,S08000030,Head & Neck,"",7,"",7,""
718,2012Q2,S92000003,d,S08000030,Lung,"",45,"",45,""
719,2012Q2,S92000003,d,S08000030,Lymphoma,"",1,"",1,""
720,2012Q2,S92000003,d,S08000030,Melanoma,"",7,"",7,""
721,2012Q2,S92000003,d,S08000030,Ovarian,"",4,"",4,""
722,2012Q2,S92000003,d,S08000030,Upper GI,"",28,"",28,""
723,2012Q2,S92000003,d,S08000030,Urological,"",29,"",26,""
724,2012Q2,S92000003,d,S08000031,All Cancer Types,d,846,"",811,""
725,2012Q2,S92000003,d,S08000031,Breast,"",228,"",227,""
726,2012Q2,S92000003,d,S08000031,Cervical,"",5,"",5,""
727,2012Q2,S92000003,d,S08000031,Colorectal,"",114,"",101,""
728,2012Q2,S92000003,d,S08000031,Head & Neck,"",50,"",48,""
729,2012Q2,S92000003,d,S08000031,Lung,"",181,"",177,""
730,2012Q2,S92000003,d,S08000031,Lymphoma,"",16,"",16,""
731,2012Q2,S92000003,d,S08000031,Melanoma,"",46,"",44,""
732,2012Q2,S92000003,d,S08000031,Ovarian,"",12,"",12,""
733,2012Q2,S92000003,d,S08000031,Upper GI,"",85,"",79,""
734,2012Q2,S92000003,d,S08000031,Urological,"",109,"",102,""
735,2012Q2,S92000003,d,S08000032,All Cancer Types,d,249,"",243,""
736,2012Q2,S92000003,d,S08000032,Breast,"",66,"",66,""
737,2012Q2,S92000003,d,S08000032,Cervical,"",1,"",1,""
738,2012Q2,S92000003,d,S08000032,Colorectal,"",48,"",44,""
739,2012Q2,S92000003,d,S08000032,Head & Neck,"",10,"",10,""
740,2012Q2,S92000003,d,S08000032,Lung,"",50,"",50,""
741,2012Q2,S92000003,d,S08000032,Lymphoma,"",8,"",8,""
742,2012Q2,S92000003,d,S08000032,Melanoma,"",10,"",10,""
743,2012Q2,S92000003,d,S08000032,Ovarian,"",1,"",1,""
744,2012Q2,S92000003,d,S08000032,Upper GI,"",24,"",24,""
745,2012Q2,S92000003,d,S08000032,Urological,"",31,"",29,""
746,2012Q2,S92000003,d,SB0801,All Cancer Types,d,38,"",33,""
747,2012Q2,S92000003,d,SB0801,Lung,"",37,"",32,""
748,2012Q2,S92000003,d,SB0801,Urological,"",1,"",1,""
749,2012Q3,S08000015,"",S08000015,All Cancer Types,d,201,"",195,""
750,2012Q3,S08000015,"",S08000015,Breast,"",79,"",79,""
751,2012Q3,S08000015,"",S08000015,Cervical,"",5,"",4,""
752,2012Q3,S08000015,"",S08000015,Colorectal,"",26,"",22,""
753,2012Q3,S08000015,"",S08000015,Head & Neck,"",3,"",3,""
754,2012Q3,S08000015,"",S08000015,Lung,"",33,"",33,""
755,2012Q3,S08000015,"",S08000015,Lymphoma,"",5,"",5,""
756,2012Q3,S08000015,"",S08000015,Melanoma,"",7,"",7,""
757,2012Q3,S08000015,"",S08000015,Ovarian,"",6,"",6,""
758,2012Q3,S08000015,"",S08000015,Upper GI,"",17,"",17,""
759,2012Q3,S08000015,"",S08000015,Urological,"",20,"",19,""
760,2012Q3,S08000015,"",S08000017,All Cancer Types,d,2,"",2,""
761,2012Q3,S08000015,"",S08000017,Breast,"",2,"",2,""
762,2012Q3,S08000015,"",S08000031,All Cancer Types,d,34,"",31,""
763,2012Q3,S08000015,"",S08000031,Breast,"",1,"",1,""
764,2012Q3,S08000015,"",S08000031,Colorectal,"",3,"",2,""
765,2012Q3,S08000015,"",S08000031,Head & Neck,"",3,"",2,""
766,2012Q3,S08000015,"",S08000031,Lung,"",14,"",14,""
767,2012Q3,S08000015,"",S08000031,Melanoma,"",1,"",1,""
768,2012Q3,S08000015,"",S08000031,Ovarian,"",6,"",6,""
769,2012Q3,S08000015,"",S08000031,Upper GI,"",5,"",4,""
770,2012Q3,S08000015,"",S08000031,Urological,"",1,"",1,""
771,2012Q3,S08000015,"",SB0801,All Cancer Types,d,2,"",1,""
